imgs,k2,k3,k4,k5,k6,k7,k8,caption,palette
93898806_1928681280609265_7867291391449688966_n.jpg,2,2,2,2,2,2,2,Undercover 2001: A Space Odyssey Jacket Available Via @taketwoarchives,"[[0.9980762600898743, 0.9976615905761719, 0.9964462518692017], [0.3162042498588562, 0.2608709931373596, 0.2933955192565918], [0.8420089483261108, 0.7077666521072388, 0.6085885763168335], [0.12718844413757324, 0.1182175874710083, 0.13334041833877563], [0.5620771050453186, 0.4326264560222626, 0.43614470958709717]]"
94128856_519094768768357_3206848795425742090_n.jpg,2,2,2,2,2,4,4,@pythiaclothing,"[[0.998871922492981, 0.9987180233001709, 0.9987497925758362], [0.12379270792007446, 0.11943250894546509, 0.1432589888572693], [0.7337347269058228, 0.11106526851654053, 0.10817024111747742], [0.0672103762626648, 0.0654599666595459, 0.0859811007976532], [0.5341300964355469, 0.509023129940033, 0.5100226998329163]]"
93645342_231919391352856_1295054351774034175_n.jpg,1,1,1,1,1,1,1,@micah_saltzman,"[[0.9988918304443359, 0.9984967708587646, 0.9981635808944702], [0.22138100862503052, 0.2238825559616089, 0.27556681632995605], [0.5653113126754761, 0.5402863025665283, 0.5254656076431274], [0.10140001773834229, 0.09862792491912842, 0.1282825469970703], [0.8468015789985657, 0.8121416568756104, 0.769597589969635]]"
94100372_3156939727865423_5133853631008907844_n.jpg,1,3,3,3,3,3,3,@dingbatsfont,"[[0.09551739692687988, 0.10037767887115479, 0.11592704057693481], [0.9988977313041687, 0.9973708391189575, 0.9946756362915039], [0.6530326008796692, 0.6295651197433472, 0.6096729040145874], [0.9218830466270447, 0.8800528645515442, 0.8253348469734192], [0.3289007246494293, 0.3027788996696472, 0.2986350953578949]]"
93819707_540859336574510_139105466341142227_n.jpg,2,2,2,2,2,4,4,@stoicyears,"[[0.9989832043647766, 0.998756468296051, 0.998603105545044], [0.4919814467430115, 0.5296586751937866, 0.48752233386039734], [0.7311528921127319, 0.6843036413192749, 0.6478718519210815], [0.3476201593875885, 0.30221885442733765, 0.2787143886089325], [0.7161849737167358, 0.34799814224243164, 0.3481740355491638]]"
93576564_652417028658796_2691312558361933603_n.jpg,1,3,3,3,3,3,3,@practical.co,"[[0.6418076157569885, 0.7374123334884644, 0.8564727306365967], [0.9987140893936157, 0.998729407787323, 0.9987907409667969], [0.6608047485351562, 0.6280105113983154, 0.616564929485321], [0.8024198412895203, 0.7744622230529785, 0.7798249125480652], [0.1360170841217041, 0.22167080640792847, 0.3074825406074524]]"
94228496_2924954670930793_1183117897294125715_n.jpg,1,1,1,4,4,5,5,Hysteric Glamour,"[[0.9924987554550171, 0.9945271015167236, 0.990369439125061], [0.1220281571149826, 0.5231897830963135, 0.14643236994743347], [0.029810667037963867, 0.10250908136367798, 0.03444311022758484], [0.23405925929546356, 0.6172455549240112, 0.2581498622894287], [0.040019482374191284, 0.4087541103363037, 0.05438438057899475]]"
93794193_902004073604903_4801067905949118993_n.jpg,2,2,2,2,6,7,8,@flamanti_ cactus jack jacket,"[[0.9995672106742859, 0.9992743730545044, 0.9990837574005127], [0.2393229603767395, 0.18866348266601562, 0.1592857837677002], [0.7620177268981934, 0.8184528946876526, 0.3603041172027588], [0.9208459854125977, 0.891789436340332, 0.8098936676979065], [0.39876535534858704, 0.32781121134757996, 0.2851065993309021]]"
93809873_250927372759857_6811659563923941698_n.jpg,1,3,4,5,5,6,7,ACG,"[[0.24311000108718872, 0.16189724206924438, 0.34837064146995544], [0.9979278445243835, 0.9928827285766602, 0.9976573586463928], [0.7154567241668701, 0.4658629298210144, 0.6516187191009521], [0.9359005689620972, 0.7277659773826599, 0.8698354363441467], [0.4473317265510559, 0.3114375174045563, 0.5252124667167664]]"
93119048_1141508326205418_7860910424451812420_n.jpg,1,3,3,3,3,3,3,@rclmd.la,"[[0.19257527589797974, 0.20396453142166138, 0.23407691717147827], [0.9816219806671143, 0.9814940690994263, 0.9810158610343933], [0.5258446931838989, 0.5460490584373474, 0.6730862855911255], [0.12502244114875793, 0.1277894675731659, 0.14748263359069824], [0.37025707960128784, 0.3923696279525757, 0.5072954893112183]]"
93807915_2665774420317333_7181135788349911903_n.jpg,2,2,2,2,2,4,4,@eyecravela,"[[0.9949687719345093, 0.9958075881004333, 0.996778130531311], [0.17166513204574585, 0.14293056726455688, 0.17521655559539795], [0.7622654438018799, 0.16696715354919434, 0.1464787721633911], [0.10045832395553589, 0.23917007446289062, 0.510418176651001], [0.7216695547103882, 0.696125864982605, 0.7275158166885376]]"
93361770_162343885057830_5633334364712494279_n.jpg,2,2,2,2,6,7,8,@billiejean_us,"[[0.6284122467041016, 0.5074183344841003, 0.5479865074157715], [0.9928064942359924, 0.9918674230575562, 0.9931411147117615], [0.7800588011741638, 0.78905189037323, 0.28377360105514526], [0.18616199493408203, 0.4149743318557739, 0.3740588426589966], [0.8620768189430237, 0.8206466436386108, 0.8283980488777161]]"
93880141_155865499150732_4841738126115323151_n.jpg,2,2,2,2,2,4,4,@dou.studios,"[[0.9934791326522827, 0.9937868714332581, 0.991974949836731], [0.10282003879547119, 0.0971689522266388, 0.08562636375427246], [0.7884707450866699, 0.19314491748809814, 0.22275081276893616], [0.5942787528038025, 0.5818643569946289, 0.5711363554000854], [0.5290377140045166, 0.14508923888206482, 0.16878068447113037]]"
93109046_241130733608713_542950146545300441_n.jpg,1,3,3,3,3,3,3,@_killy.moon,"[[0.9339383840560913, 0.9339352250099182, 0.9339722990989685], [0.09164416790008545, 0.09164243936538696, 0.09163922071456909], [0.9995301365852356, 0.9995349645614624, 0.9995219707489014], [0.8757597804069519, 0.8758647441864014, 0.87626051902771], [0.4973416030406952, 0.4979610741138458, 0.49937722086906433]]"
93160298_619267755324599_4521417455417426875_n.jpg,2,2,2,2,2,4,4,Number (N)ine 2009,"[[0.41198626160621643, 0.20062708854675293, 0.09067106246948242], [0.9982553720474243, 0.9971468448638916, 0.9968483448028564], [0.5436505079269409, 0.32787737250328064, 0.272291898727417], [0.27732840180397034, 0.06278860569000244, 0.06877043843269348], [0.7452483773231506, 0.6686726808547974, 0.6348778009414673]]"
94008467_1671529136335408_2130126871646310707_n.jpg,1,1,1,1,1,1,1,American Psycho airbrush by @ill.effect,"[[0.9995930194854736, 0.9993079900741577, 0.99847012758255], [0.16083002090454102, 0.14382058382034302, 0.12383472919464111], [0.8433821201324463, 0.774511456489563, 0.6926290988922119], [0.664409875869751, 0.6013785600662231, 0.5260621309280396], [0.9428932666778564, 0.8745402097702026, 0.7917816042900085]]"
93039655_687613478681201_5054191756090432556_n.jpg,1,1,1,4,4,5,5,@antwanmeetsworld,"[[0.20776081085205078, 0.2953609526157379, 0.2881075143814087], [0.9983429908752441, 0.9989129304885864, 0.9986215829849243], [0.5106301307678223, 0.5217047929763794, 0.4955362379550934], [0.1545756757259369, 0.19206494092941284, 0.20286092162132263], [0.22939550876617432, 0.37797993421554565, 0.3554162383079529]]"
93331135_529149437645075_7027494067529426095_n.jpg,1,1,1,1,1,1,1,@pleasures,"[[0.9990532994270325, 0.9990206956863403, 0.998699426651001], [0.15138161182403564, 0.15272831916809082, 0.15906202793121338], [0.9128588438034058, 0.8925689458847046, 0.8101232051849365], [0.4671315848827362, 0.4435008764266968, 0.37677356600761414], [0.736248254776001, 0.7133083939552307, 0.6321706771850586]]"
92821536_295609838090462_6707018543297223937_n.jpg,1,3,3,3,3,3,3,@shopedit_,"[[0.11038786172866821, 0.10769879817962646, 0.10760641098022461], [0.9988586902618408, 0.9986019134521484, 0.9982337355613708], [0.792341411113739, 0.8109934329986572, 0.8131617307662964], [0.43973082304000854, 0.44537314772605896, 0.44703778624534607], [0.6446537971496582, 0.6601437926292419, 0.662285566329956]]"
93134100_252507962588082_5413528908576238373_n.jpg,1,3,4,5,5,6,6,Comme Des Garçons,"[[0.9961239695549011, 0.9971197247505188, 0.9979918003082275], [0.6213715076446533, 0.7081587910652161, 0.8737541437149048], [0.3036860227584839, 0.36855244636535645, 0.5274915099143982], [0.5465788841247559, 0.6247081756591797, 0.7834709286689758], [0.6913174390792847, 0.7733018398284912, 0.9360015392303467]]"
93391989_156570015828897_6440600886939351976_n.jpg,2,2,2,2,6,7,8,@vinniehager,"[[0.5477548837661743, 0.13092267513275146, 0.039807915687561035], [0.9983019232749939, 0.9975935220718384, 0.9969561100006104], [0.9781151413917542, 0.33466237783432007, 0.12646934390068054], [0.2255229353904724, 0.19125685095787048, 0.15855848789215088], [0.9774918556213379, 0.41594237089157104, 0.19053402543067932]]"
92753528_646255046161204_3908993177498159693_n.jpg,2,2,2,2,2,2,2,@defective_garments,"[[0.9982625842094421, 0.9979453086853027, 0.997563362121582], [0.14992260932922363, 0.19327068328857422, 0.2295570969581604], [0.8019353747367859, 0.5521371364593506, 0.4871019124984741], [0.0539928674697876, 0.057793259620666504, 0.09058183431625366], [0.5704965591430664, 0.28659847378730774, 0.25295382738113403]]"
92811104_1132112717146375_2554701765093869496_n.jpg,1,3,3,3,3,3,3,@vincentlantzystudio,"[[0.9975497126579285, 0.9973362684249878, 0.997377872467041], [0.06860896944999695, 0.13774344325065613, 0.23697102069854736], [0.6000339984893799, 0.5894317030906677, 0.6148221492767334], [0.024798870086669922, 0.08611321449279785, 0.1820891797542572], [0.10529342293739319, 0.16620692610740662, 0.2632094621658325]]"
92692495_700410920701478_2042711745611835349_n.jpg,1,3,4,5,5,6,6,#viviennewestwood,"[[0.8708856701850891, 0.888432502746582, 0.9243086576461792], [0.4922768771648407, 0.6033656001091003, 0.7397127151489258], [0.9974424839019775, 0.9980746507644653, 0.9983444213867188], [0.61806720495224, 0.7157137393951416, 0.8348149657249451], [0.36265304684638977, 0.40717217326164246, 0.5141772031784058]]"
93255309_108609130664755_471835939276807788_n.jpg,2,2,2,2,2,4,4,Prada,"[[0.9982109069824219, 0.9972000122070312, 0.9972265958786011], [0.3993087112903595, 0.05610394477844238, 0.10643035173416138], [0.7993165254592896, 0.7462177872657776, 0.7169167399406433], [0.8883821964263916, 0.8433956503868103, 0.8230805397033691], [0.5988149046897888, 0.49824512004852295, 0.4775841534137726]]"
93218186_112325040437652_7981983501445451820_n.jpg,1,3,3,3,3,3,3,Louis Vuitton x Fragment,"[[0.15471673011779785, 0.13618016242980957, 0.1717870831489563], [0.998688817024231, 0.9973071813583374, 0.9970361590385437], [0.7999717593193054, 0.7675900459289551, 0.7696871161460876], [0.9280039072036743, 0.8962290287017822, 0.8907777070999146], [0.46590399742126465, 0.3997572362422943, 0.483349084854126]]"
93156578_2440105812755616_3454651724737174181_n.jpg,2,2,2,2,2,2,2,@slavikpromis,"[[0.12527614831924438, 0.14047229290008545, 0.1559995412826538], [0.9989266395568848, 0.9993923902511597, 0.9994266033172607], [0.3768482804298401, 0.31555598974227905, 0.3366307020187378], [0.0643351674079895, 0.07037240266799927, 0.0816110372543335], [0.6210294961929321, 0.5531687140464783, 0.5775827765464783]]"
93679491_535020123831922_6626270326789663711_n.jpg,1,1,1,1,1,1,1,@liamciavarelli,"[[0.5861904621124268, 0.5236609578132629, 0.3808581531047821], [0.9988134503364563, 0.99850994348526, 0.9964147210121155], [0.34936824440956116, 0.27119582891464233, 0.24920806288719177], [0.8025258183479309, 0.7534908056259155, 0.6360485553741455], [0.5044668912887573, 0.4391646683216095, 0.29430869221687317]]"
92827950_2640698866175253_3038034209921571740_n.jpg,1,1,1,4,4,5,5,#kapital Kamakura parka,"[[0.36947569251060486, 0.42525485157966614, 0.3998078405857086], [0.9988747239112854, 0.9987480640411377, 0.9985011219978333], [0.821625828742981, 0.7097706198692322, 0.5876676440238953], [0.45376279950141907, 0.5141862630844116, 0.47374945878982544], [0.15789639949798584, 0.14171278476715088, 0.12432491779327393]]"
92824958_2841335089288464_8882221461222838912_n.jpg,1,3,3,3,3,3,3,"#sickö hoodie 
Giveaway via @sweatshirtarchives","[[0.998275637626648, 0.9982051849365234, 0.9982888698577881], [0.09970363974571228, 0.1353836953639984, 0.21094003319740295], [0.9409579038619995, 0.5457533597946167, 0.5138660073280334], [0.7924544811248779, 0.780083417892456, 0.7953347563743591], [0.3953937888145447, 0.4995506703853607, 0.5531976819038391]]"
92946161_224336288797210_3216362902510129396_n.jpg,2,2,2,2,2,2,2,@mulberrydreams.co,"[[0.9986944198608398, 0.9988008737564087, 0.998990535736084], [0.4029216170310974, 0.4471054673194885, 0.5401523113250732], [0.595079243183136, 0.45722121000289917, 0.42754682898521423], [0.46026742458343506, 0.5031384229660034, 0.6003538370132446], [0.8213528990745544, 0.6532632112503052, 0.5852550864219666]]"
92526479_256766825361559_2297203448560388705_n.jpg,1,1,1,4,4,5,5,Stone Island SS/18 via @noentrystore,"[[0.2482614517211914, 0.3130218982696533, 0.23113441467285156], [0.9983788728713989, 0.9986078143119812, 0.9982796907424927], [0.6479151248931885, 0.7281092405319214, 0.5985448360443115], [0.11533674597740173, 0.16262906789779663, 0.11255952715873718], [0.40662819147109985, 0.506611704826355, 0.3773276209831238]]"
92664136_666118964189162_2478378238641503712_n.jpg,1,1,1,1,1,1,1,@wastedagony,"[[0.9992316961288452, 0.9991177320480347, 0.9990162253379822], [0.1677321195602417, 0.1637755036354065, 0.17327392101287842], [0.7978751063346863, 0.7030683755874634, 0.6265205144882202], [0.10148650407791138, 0.09863525629043579, 0.10558521747589111], [0.47644633054733276, 0.48995715379714966, 0.4867563247680664]]"
92423960_147727980085719_5946378360359844398_n.jpg,2,2,2,2,2,4,4,@ayeohtee,"[[0.3032039701938629, 0.3328295946121216, 0.34322041273117065], [0.9850316643714905, 0.9839482307434082, 0.9849315881729126], [0.6346350312232971, 0.6090583205223083, 0.5873368978500366], [0.11030727624893188, 0.10122573375701904, 0.10870891809463501], [0.8405892848968506, 0.17261800169944763, 0.23804274201393127]]"
92411817_557075654915128_4871133822122011195_n.jpg,1,3,3,3,3,3,3,@meliora333,"[[0.9991553425788879, 0.9985479116439819, 0.997829020023346], [0.09198945760726929, 0.097933828830719, 0.1317918300628662], [0.6195175051689148, 0.5994468927383423, 0.5979208946228027], [0.8744373321533203, 0.8470692038536072, 0.8293359875679016], [0.35360264778137207, 0.3372703492641449, 0.3428284525871277]]"
92476514_538194103796691_6707491354507244367_n.jpg,1,3,3,3,3,3,3,@deceive.co,"[[0.9992653131484985, 0.9996069669723511, 0.9995124340057373], [0.10147184133529663, 0.1189500093460083, 0.13846784830093384], [0.6014900803565979, 0.6068565845489502, 0.618699848651886], [0.8740267753601074, 0.8772874474525452, 0.8859458565711975], [0.3384399116039276, 0.34484535455703735, 0.3576313555240631]]"
92229686_670643773748595_8971084817581651331_n.jpg,2,2,2,2,2,2,2,@sukonew,"[[0.7461076378822327, 0.5878294706344604, 0.657676100730896], [0.04760086536407471, 0.03989076614379883, 0.09300577640533447], [0.9988497495651245, 0.9984875321388245, 0.9985793828964233], [0.5387148261070251, 0.3547361195087433, 0.4134522080421448], [0.16456478834152222, 0.15062347054481506, 0.23955538868904114]]"
92270457_1078115702588897_8779587957260636028_n.jpg,2,2,2,2,2,4,4,Evisu x Palace,"[[0.18112626671791077, 0.165793776512146, 0.20673170685768127], [0.9936268329620361, 0.9913825988769531, 0.9898215532302856], [0.8908208608627319, 0.3330843448638916, 0.3194947838783264], [0.6143925786018372, 0.6342129707336426, 0.6172562837600708], [0.387347936630249, 0.34356459975242615, 0.3504641652107239]]"
92818297_694277421379646_8180886404836435098_n.jpg,1,3,4,5,5,6,7,@bavablothe,"[[0.9985929131507874, 0.9974572658538818, 0.9981107711791992], [0.5353677868843079, 0.3702334463596344, 0.4456862211227417], [0.2247239351272583, 0.08108365535736084, 0.13525307178497314], [0.7018932104110718, 0.5280882120132446, 0.604070246219635], [0.4029570519924164, 0.24562621116638184, 0.3166170120239258]]"
92197934_267925257556145_1274359063441776873_n.jpg,1,3,3,3,3,3,3,@rclmd.la,"[[0.9817664623260498, 0.9814361929893494, 0.9811290502548218], [0.2674616873264313, 0.3169820010662079, 0.3734548091888428], [0.3791220486164093, 0.38850247859954834, 0.5065499544143677], [0.14357399940490723, 0.15693211555480957, 0.19003748893737793], [0.6175003051757812, 0.5920979380607605, 0.6258417367935181]]"
92342095_867503763766433_3575702400570427038_n.jpg,2,2,2,2,2,2,2,@cashcult,"[[0.9984110593795776, 0.9973952770233154, 0.997689962387085], [0.053691089153289795, 0.050604283809661865, 0.04920226335525513], [0.7901157140731812, 0.664782702922821, 0.6952900290489197], [0.45836085081100464, 0.2718891501426697, 0.3244762718677521], [0.14399921894073486, 0.12720298767089844, 0.12842196226119995]]"
92204130_1660591164093074_5940112883088079458_n.jpg,2,2,2,2,2,2,2,Calvin Klein,"[[0.7663705348968506, 0.7614767551422119, 0.7789629101753235], [0.10696417093276978, 0.3092935085296631, 0.5451332330703735], [0.9959498047828674, 0.9956653118133545, 0.9956105947494507], [0.4503253102302551, 0.5275191068649292, 0.6108664274215698], [0.22202840447425842, 0.14511561393737793, 0.17037540674209595]]"
92008284_2530712733812087_7725157365444874792_n.jpg,1,1,1,4,4,5,5,#manastash,"[[0.9974818229675293, 0.9973661303520203, 0.9969277381896973], [0.12391120195388794, 0.1251811981201172, 0.12109971046447754], [0.552264392375946, 0.6927154660224915, 0.7738224267959595], [0.021899700164794922, 0.8046783208847046, 0.812653660774231], [0.7594387531280518, 0.6939108371734619, 0.4941718578338623]]"
92048569_2598839006906123_6109123027899064578_n.jpg,1,3,4,5,5,6,6,"@bypass.co
giveaway live now","[[0.9993960857391357, 0.9994651675224304, 0.9994983673095703], [0.13355106115341187, 0.13241899013519287, 0.14398878812789917], [0.25619012117385864, 0.3784462809562683, 0.6531586050987244], [0.8663665056228638, 0.8661792278289795, 0.8903911709785461], [0.6104756593704224, 0.6284993290901184, 0.7005789875984192]]"
92538335_124530665851394_2047466209286469690_n.jpg,2,2,2,2,2,4,4,@humanbynaturehbn,"[[0.07301467657089233, 0.0920565128326416, 0.14694321155548096], [0.9991425275802612, 0.9987913370132446, 0.9986597299575806], [0.7266985774040222, 0.29455408453941345, 0.3095540702342987], [0.12157031893730164, 0.15155786275863647, 0.22388431429862976], [0.7545322775840759, 0.7001408934593201, 0.714194118976593]]"
92667045_220682832479355_1790015312760175564_n.jpg,1,3,4,5,5,6,7,@reeephwear,"[[0.9992350339889526, 0.9992542266845703, 0.9992117881774902], [0.13228708505630493, 0.1730213463306427, 0.18429690599441528], [0.5740053057670593, 0.4390143156051636, 0.6864309310913086], [0.10807359218597412, 0.15078359842300415, 0.15891048312187195], [0.3315262794494629, 0.25413423776626587, 0.4227921664714813]]"
92408884_2608829272560626_8629928887108226626_n.jpg,1,3,4,5,5,6,7,@misruledusa soulja boy work jacket,"[[0.45772606134414673, 0.18623706698417664, 0.3747216463088989], [0.9971910715103149, 0.9944232106208801, 0.9969286918640137], [0.7220577597618103, 0.20570862293243408, 0.5266214609146118], [0.23796316981315613, 0.1738358736038208, 0.2262609601020813], [0.9294574856758118, 0.28314685821533203, 0.7083263397216797]]"
91953149_646639589464315_4403325529915139955_n.jpg,1,1,1,1,1,1,1,Number (N)ine,"[[0.5432916879653931, 0.4045447111129761, 0.34870490431785583], [0.9957939386367798, 0.9954311847686768, 0.9947031736373901], [0.11491775512695312, 0.10103374719619751, 0.09329915046691895], [0.6865707039833069, 0.6632773280143738, 0.6208334565162659], [0.18035352230072021, 0.1621866524219513, 0.14413249492645264]]"
92292402_523987728312030_884130804015513838_n.jpg,1,3,3,3,3,3,3,@camefromthegrave,"[[0.9938316345214844, 0.9930024147033691, 0.9927748441696167], [0.0836755633354187, 0.07178592681884766, 0.06165224313735962], [0.6789670586585999, 0.6565008759498596, 0.6310415863990784], [0.36728203296661377, 0.33582162857055664, 0.3024574816226959], [0.8648638725280762, 0.8473085165023804, 0.8323984742164612]]"
92090039_649385462526281_6298797053554997123_n.jpg,1,3,3,3,3,3,3,@sukonew,"[[0.10772448778152466, 0.10111597180366516, 0.08582788705825806], [0.9935658574104309, 0.9931325316429138, 0.9924814701080322], [0.20984914898872375, 0.3262180685997009, 0.5082643628120422], [0.18984028697013855, 0.17513221502304077, 0.16611850261688232], [0.6463969349861145, 0.6527845859527588, 0.6633052229881287]]"
92343711_503657273664247_4380600228063523654_n.jpg,2,2,2,2,2,2,2,KON Tech Heavy WindBreaker @thekonshop,"[[0.9896240830421448, 0.9896226525306702, 0.9895274639129639], [0.15186256170272827, 0.08897191286087036, 0.09239256381988525], [0.4825320839881897, 0.4701261818408966, 0.4068451523780823], [0.7387709617614746, 0.7350889444351196, 0.7218302488327026], [0.36699238419532776, 0.3135830760002136, 0.2650080919265747]]"
91953147_855133671620107_2989707921907479475_n.jpg,1,3,4,5,5,6,6,@kontend1,"[[0.9989904165267944, 0.9990527629852295, 0.9990924000740051], [0.17087244987487793, 0.21331787109375, 0.31430700421333313], [0.4426731765270233, 0.558212161064148, 0.6721454858779907], [0.11329817771911621, 0.1534796953201294, 0.24607610702514648], [0.3536517024040222, 0.4528792202472687, 0.557306170463562]]"
91892562_510502859618885_2350370876402601203_n.jpg,1,3,3,3,3,3,3,@losthellven,"[[0.24644476175308228, 0.23592141270637512, 0.24836799502372742], [0.9990290999412537, 0.9988709688186646, 0.9989664554595947], [0.7033721208572388, 0.6967441439628601, 0.7014439105987549], [0.10170871019363403, 0.09611397981643677, 0.10617494583129883], [0.474388986825943, 0.46295154094696045, 0.47233545780181885]]"
91964294_238288854078260_1352371153250095448_n.jpg,2,2,2,2,2,4,4,@realmmne,"[[0.5328433513641357, 0.4977598786354065, 0.443440705537796], [0.28311529755592346, 0.26427343487739563, 0.23436704277992249], [0.9980975389480591, 0.9972543716430664, 0.996958315372467], [0.865174412727356, 0.1138124167919159, 0.1808767020702362], [0.10117238759994507, 0.09419631958007812, 0.09104081988334656]]"
92218680_2537880463195172_7305248314427906841_n.jpg,2,2,2,2,2,4,4,#palmangels,"[[0.998419463634491, 0.9973431825637817, 0.9974028468132019], [0.2854613661766052, 0.40916329622268677, 0.5205904245376587], [0.7427668571472168, 0.13235247135162354, 0.21891063451766968], [0.8551706075668335, 0.5520238280296326, 0.5850127339363098], [0.11656796932220459, 0.13721096515655518, 0.18268078565597534]]"
92099350_104895201088846_8917876498414727306_n.jpg,1,1,1,1,1,1,1,@alyxstudio,"[[0.9981587529182434, 0.997863233089447, 0.9976564645767212], [0.8323390483856201, 0.7812374830245972, 0.6899198889732361], [0.2405914068222046, 0.20588064193725586, 0.16414642333984375], [0.6312429904937744, 0.5470420122146606, 0.4376660883426666], [0.7663349509239197, 0.6946364045143127, 0.586883544921875]]"
92250598_102662838023426_7769809000265133405_n.jpg,2,2,2,2,2,4,4,Jean Paul Gaultier,"[[0.9967357516288757, 0.9946050643920898, 0.9940593242645264], [0.6743860244750977, 0.16323235630989075, 0.08977001905441284], [0.10554784536361694, 0.3018414378166199, 0.7460614442825317], [0.4505361020565033, 0.2981160581111908, 0.4472898244857788], [0.8998547792434692, 0.30860745906829834, 0.1931549608707428]]"
91368033_222913235463143_2423694029562995307_n.jpg,1,3,3,3,3,3,3,@saturnhillshauntedhouse,"[[0.9980870485305786, 0.9976694583892822, 0.9977165460586548], [0.1777721345424652, 0.1710924208164215, 0.170676589012146], [0.4768420159816742, 0.4696905016899109, 0.4721277952194214], [0.09548592567443848, 0.08899044990539551, 0.08903056383132935], [0.7635461688041687, 0.7566660642623901, 0.7590203881263733]]"
92105066_674314733396704_8906938286851426859_n.jpg,1,3,4,5,5,6,6,@smush110,"[[0.9982085227966309, 0.9989117980003357, 0.9992194771766663], [0.3185015916824341, 0.4082704186439514, 0.5028340816497803], [0.4253074824810028, 0.5489598512649536, 0.6829233169555664], [0.15825271606445312, 0.21190595626831055, 0.26414382457733154], [0.5587844848632812, 0.7013228535652161, 0.8372160196304321]]"
92127276_217645819303795_5766715010814796928_n.jpg,1,3,3,3,3,3,3,@kunnba,"[[0.3909645080566406, 0.4220540523529053, 0.4701307415962219], [0.9989826083183289, 0.9991253614425659, 0.9990230202674866], [0.14367836713790894, 0.15548747777938843, 0.22021764516830444], [0.6352415084838867, 0.7286668419837952, 0.7382397055625916], [0.19229942560195923, 0.20718246698379517, 0.28215235471725464]]"
92215503_239023720816419_2351412685597311515_n.jpg,1,1,1,1,1,1,1,@xvnshv,"[[0.48525190353393555, 0.42766088247299194, 0.4063566327095032], [0.9962825775146484, 0.9960203170776367, 0.9960728883743286], [0.19823545217514038, 0.15050458908081055, 0.15627628564834595], [0.4174921214580536, 0.3717774748802185, 0.3571537137031555], [0.3433944284915924, 0.2806333899497986, 0.2650403678417206]]"
91508536_705473360197532_4852634522899176750_n.jpg,1,3,3,3,3,3,3,@4x1111,"[[0.9963709115982056, 0.9946378469467163, 0.9965722560882568], [0.20877811312675476, 0.22337910532951355, 0.32225367426872253], [0.608869731426239, 0.5511173605918884, 0.6287863850593567], [0.06174802780151367, 0.061043739318847656, 0.10118019580841064], [0.7836979627609253, 0.7203392386436462, 0.7853991985321045]]"
91475008_886104698483988_1060044408385500615_n.jpg,1,3,4,5,5,6,6,@paddybatesman,"[[0.9983102083206177, 0.9982580542564392, 0.9988274574279785], [0.11861869692802429, 0.18144872784614563, 0.2821480333805084], [0.7579432129859924, 0.6980941891670227, 0.7929038405418396], [0.4806862771511078, 0.5849630832672119, 0.7273356914520264], [0.0785929262638092, 0.12986087799072266, 0.20229411125183105]]"
91440687_1269274259928425_4595127415278838955_n.jpg,1,1,1,1,1,1,1,Number (N)ine 2008,"[[0.9989219307899475, 0.99870365858078, 0.9982520341873169], [0.6098867058753967, 0.547126293182373, 0.4327305257320404], [0.13080847263336182, 0.08166384696960449, 0.05658221244812012], [0.43562668561935425, 0.3739631772041321, 0.2740684747695923], [0.7115570306777954, 0.6516150832176208, 0.5337230563163757]]"
91485469_102499721363719_8772555457376275466_n.jpg,1,1,1,1,1,1,1,vintage #supreme,"[[0.5838663578033447, 0.5399919748306274, 0.5098926424980164], [0.9979180097579956, 0.9974479675292969, 0.9965955018997192], [0.40964141488075256, 0.32172805070877075, 0.26973849534988403], [0.5028543472290039, 0.45101821422576904, 0.4097633361816406], [0.6835048198699951, 0.6547774076461792, 0.64669269323349]]"
91550326_1588837474601213_6522059359443414729_n.jpg,1,3,3,3,3,3,3,Dior Homme,"[[0.9987417459487915, 0.9987630844116211, 0.998764157295227], [0.5922604203224182, 0.5919811725616455, 0.5922433137893677], [0.14788806438446045, 0.1406756043434143, 0.14714092016220093], [0.6851163506507874, 0.6849014759063721, 0.6851474046707153], [0.4632786512374878, 0.46090880036354065, 0.46187296509742737]]"
91515163_1637586083047031_5946687451393630810_n.jpg,1,3,4,5,5,6,6,@humanbynaturehbn,"[[0.09634605050086975, 0.3988170325756073, 0.5503650903701782], [0.9975216388702393, 0.9989216327667236, 0.9989916682243347], [0.34295570850372314, 0.6706074476242065, 0.8065376281738281], [0.06928139925003052, 0.2514052391052246, 0.36503756046295166], [0.1885702908039093, 0.5332927703857422, 0.6806776523590088]]"
91611761_653219085513253_391086602355798574_n.jpg,1,1,1,4,4,5,5,@tribe96cc,"[[0.9992451071739197, 0.9992430210113525, 0.9965602159500122], [0.7159287333488464, 0.8131839036941528, 0.15951991081237793], [0.1540384292602539, 0.21760648488998413, 0.05126577615737915], [0.5148787498474121, 0.6013568639755249, 0.16385355591773987], [0.7071776390075684, 0.7922735810279846, 0.37470921874046326]]"
91601445_834176450421648_8763453435580143292_n.jpg,1,3,3,3,3,3,3,@museum_rrrrrrr,"[[0.9986779689788818, 0.998633623123169, 0.998600959777832], [0.16570526361465454, 0.152784526348114, 0.15950044989585876], [0.6238117814064026, 0.6180632710456848, 0.6162768602371216], [0.09189507365226746, 0.08494800329208374, 0.08703574538230896], [0.22072705626487732, 0.19805443286895752, 0.2032909393310547]]"
